idsolicitud,idsolicitud_acancelar,estado,saldocuota,saldomora,totaldeuda
"000018479","000017719","PAGO","0.00","0.80","0.80"
"000018480","000017646","PAGO","43.40","1.20","44.60"
"000018481","000017824","PAGO","490.50","0.80","491.30"
"000018485","000017757","PAGO","0.00","0.90","0.90"
"000018486","000016820","PAGO","0.00","0.00","0.00"
"000018486","000017740","PAGO","2140.00","4.00","2144.00"
"000018487","000017773","PAGO","216.40","1.20","217.60"
"000018494","000009669","PAGO","0.00","0.00","0.00"
"000018495","000017844","PAGO","370.00","0.00","370.00"
"000018496","000017722","PAGO","1090.00","0.00","1090.00"
"000018501","000017855","PAGO","436.00","0.00","436.00"
"000018502","000017637","PAGO","43.40","0.40","43.80"
"000018504","000017542","PAGO","0.00","2.40","2.40"
"000018506","000016977","PAGO","0.00","0.80","0.80"
"000018507","000018051","PAGO","0.00","3.20","3.20"
"000018508","000017607","PAGO","1080.00","6.00","1086.00"
"000018510","000017836","PAGO","1600.00","8.00","1608.00"
"000018511","000017717","PAGO","157.00","2.40","159.40"
"000018513","000017859","PAGO","63.60","0.80","64.40"
"000018517","000017332","PAGO","0.00","0.00","0.00"
"000018517","000017333","PAGO","0.00","0.00","0.00"
"000018520","000017634","PAGO","125.50","0.80","126.30"
"000018521","000017297","PAGO","0.00","2.00","2.00"
"000018522","000017664","PAGO","143.60","0.40","144.00"
"000018523","000017581","PAGO","318.00","2.00","320.00"
"000018524","000017665","PAGO","71.80","1.80","73.60"
"000018527","000017702","PAGO","351.00","1.60","352.60"
"000018527","000017703","PAGO","0.00","0.40","0.40"
"000018530","000017811","PAGO","218.00","1.20","219.20"
"000018534","000018011","PAGO","109.00","0.00","109.00"
"000018536","000018081","PAGO","667.10","1.20","668.30"
"000018541","000017792","PAGO","1270.00","0.00","1270.00"
"000018544","000017599","PAGO","90.00","2.10","92.10"
"000018546","000017842","PAGO","17.20","0.90","18.10"
"000018547","000017592","PAGO","381.50","0.80","382.30"
"000018548","000017781","PAGO","0.00","1.60","1.60"
"000018549","000017890","PAGO","355.00","0.00","355.00"
"000018550","000017961","PAGO","540.40","0.40","540.80"
"000018551","000015100","PAGO","0.00","1.20","1.20"
"000018553","000017819","PAGO","653.30","0.80","654.10"
"000018554","000017594","PAGO","324.00","3.00","327.00"
"000018555","000017948","PAGO","540.00","3.20","543.20"
"000018556","000017768","PAGO","763.00","4.00","767.00"
"000018560","000017791","PAGO","0.00","5.60","5.60"
"000018563","000017468","PAGO","1260.00","28.00","1288.00"
"000018565","000017872","PAGO","1060.00","14.00","1074.00"
"000018569","000017638","PAGO","49.00","1.20","50.20"
"000018570","000017808","PAGO","136.10","0.90","137.00"
"000018571","000017713","PAGO","540.00","3.20","543.20"
"000018573","000016823","PAGO","0.00","0.80","0.80"
"000018573","000017590","PAGO","107.20","1.20","108.40"
"000018577","000017662","PAGO","70.80","1.20","72.00"
"000018578","000017800","PAGO","176.50","0.00","176.50"
"000018579","000017252","PAGO","0.00","0.00","0.00"
"000018579","000017938","PAGO","840.00","0.00","840.00"
"000018581","000016789","PAGO","0.00","0.00","0.00"
"000018581","000017694","PAGO","35.40","0.30","35.70"
"000018582","000017776","PAGO","0.00","0.90","0.90"
"000018585","000017729","PAGO","1270.00","10.00","1280.00"
"000018589","000017668","PAGO","108.00","4.80","112.80"
"000018590","000017672","PAGO","108.00","4.80","112.80"
"000018591","000017673","PAGO","108.00","4.80","112.80"
"000018592","000018164","PAGO","188.80","1.20","190.00"
"000018593","000018154","PAGO","20.20","0.00","20.20"
"000018594","000018135","PAGO","198.70","1.50","200.20"
"000018595","000017770","PAGO","272.50","0.80","273.30"
"000018596","000017585","PAGO","0.00","0.40","0.40"
"000018597","000017979","PAGO","175.00","3.20","178.20"
"000018599","000017834","PAGO","100.20","0.00","100.20"
"000018601","000018238","PAGO","71.80","1.20","73.00"
"000018602","000017737","PAGO","0.00","8.00","8.00"
"000018603","000017949","PAGO","272.50","0.40","272.90"
"000018605","000016964","PAGO","0.00","6.90","6.90"
"000018608","000017793","PAGO","105.00","0.60","105.60"
"000018610","000017788","PAGO","1470.00","2.00","1472.00"
"000018611","000017888","PAGO","0.00","9.00","9.00"
"000018613","000017804","PAGO","181.00","1.20","182.20"
"000018614","000017675","PAGO","108.00","2.00","110.00"
"000018615","000017743","PAGO","202.00","1.60","203.60"
"000018616","000017580","PAGO","0.00","4.50","4.50"
"000018617","000017877","PAGO","0.00","2.70","2.70"
"000018619","000018172","PAGO","312.00","3.20","315.20"
"000018621","000017913","PAGO","540.00","0.80","540.80"
"000018623","000017951","PAGO","817.50","3.00","820.50"
"000018626","000017989","PAGO","270.00","2.40","272.40"
"000018628","000017878","PAGO","1090.00","0.00","1090.00"
"000018631","000015484","PAGO","0.00","0.40","0.40"
"000018631","000016995","PAGO","0.00","0.40","0.40"
"000018631","000017697","PAGO","70.80","2.40","73.20"
"000018632","000017236","PAGO","0.00","0.30","0.30"
"000018635","000017684","PAGO","0.00","0.90","0.90"
"000018636","000017825","PAGO","0.00","3.20","3.20"
"000018637","000017707","PAGO","36.00","0.40","36.40"
"000018638","000017681","PAGO","0.00","0.90","0.90"
"000018639","000017974","PAGO","136.10","0.00","136.10"
"000018642","000018061","PAGO","525.00","3.20","528.20"
"000018643","000017530","PAGO","94.40","0.60","95.00"
"000018647","000017965","PAGO","362.00","0.40","362.40"
"000018649","000017724","PAGO","0.00","1.20","1.20"
"000018650","000018202","PAGO","1575.00","0.00","1575.00"
"000018651","000017837","PAGO","0.00","0.40","0.40"
"000018653","000017814","PAGO","90.00","1.50","91.50"
"000018654","000018017","PAGO","525.00","4.80","529.80"
"000018656","000016516","PAGO","0.00","1.20","1.20"
"000018658","000010280","PAGO","0.00","0.90","0.90"
"000018661","000017712","PAGO","10.90","0.60","11.50"
"000018662","000017009","PAGO","0.00","0.30","0.30"
"000018664","000018050","PAGO","106.00","1.20","107.20"
"000018665","000017191","PAGO","0.00","7.20","7.20"
"000018666","000017735","PAGO","71.80","1.80","73.60"
"000018668","000017778","PAGO","53.60","0.60","54.20"
"000018669","000018427","PAGO","740.00","0.00","740.00"
"000018671","000017734","PAGO","57.20","0.40","57.60"
"000018674","000017689","PAGO","900.00","24.00","924.00"
"000018675","000017398","PAGO","0.00","0.00","0.00"
"000018675","000017706","PAGO","0.00","0.00","0.00"
"000018676","000017886","PAGO","218.00","2.40","220.40"
"000018677","000017887","PAGO","218.00","2.40","220.40"
"000018678","000018148","PAGO","1260.00","7.00","1267.00"
"000018680","000014113","PAGO","0.00","0.60","0.60"
"000018680","000015574","PAGO","0.00","2.70","2.70"
"000018680","000015590","PAGO","0.00","0.60","0.60"
"000018680","000017848","PAGO","216.40","2.40","218.80"
"000018684","000017420","PAGO","0.00","1.50","1.50"
"000018686","000017964","PAGO","464.00","6.40","470.40"
"000018687","000017192","PAGO","0.00","0.40","0.40"
"000018692","000017910","PAGO","0.00","8.00","8.00"
"000018695","000018034","PAGO","136.30","0.00","136.30"
"000018697","000017578","PAGO","0.00","0.00","0.00"
"000018697","000018158","PAGO","0.00","0.00","0.00"
"000018698","000017827","PAGO","12.80","0.90","13.70"
"000018703","000017968","PAGO","367.20","1.60","368.80"
"000018704","000017820","PAGO","252.00","0.40","252.40"
"000018705","000018021","PAGO","78.80","0.00","78.80"
"000018706","000017690","PAGO","72.00","1.20","73.20"
"000018711","000018088","PAGO","545.00","0.00","545.00"
"000018713","000017921","PAGO","202.00","2.00","204.00"
"000018715","000018091","PAGO","44.00","0.40","44.40"
"000018716","000017861","PAGO","143.60","0.80","144.40"
"000018719","000017991","PAGO","362.00","0.80","362.80"
"000018720","000017962","PAGO","174.40","0.80","175.20"
"000018725","000017880","PAGO","180.00","0.40","180.40"
"000018728","000017685","PAGO","0.00","3.20","3.20"
"000018729","000017937","PAGO","324.00","1.20","325.20"
"000018730","000018073","PAGO","109.00","0.60","109.60"
"000018732","000018048","PAGO","362.00","0.00","362.00"
"000018733","000018099","PAGO","212.80","0.60","213.40"
"000018738","000017931","PAGO","121.00","0.90","121.90"
"000018739","000017762","PAGO","0.00","1.60","1.60"
"000018740","000017977","PAGO","196.20","0.80","197.00"
"000018741","000018019","PAGO","508.00","2.40","510.40"
"000018742","000017813","PAGO","302.90","3.60","306.50"
"000018745","000017904","PAGO","4.80","0.90","5.70"
"000018746","000017985","PAGO","145.00","1.80","146.80"
"000018747","000017992","PAGO","1080.00","1.00","1081.00"
"000018748","000017821","PAGO","71.00","2.10","73.10"
"000018751","000017994","PAGO","0.00","2.10","2.10"
"000018752","000017711","PAGO","691.00","4.00","695.00"
"000018753","000016624","PAGO","0.00","0.80","0.80"
"000018753","000018110","PAGO","214.00","0.00","214.00"
"000018754","000017874","PAGO","26.00","0.90","26.90"
"000018763","000017589","PAGO","0.00","0.30","0.30"
"000018764","000017747","PAGO","217.10","0.00","217.10"
"000018765","000018194","PAGO","0.00","0.90","0.90"
"000018766","000017826","PAGO","0.00","3.20","3.20"
"000018768","000017840","PAGO","107.20","1.60","108.80"
"000018769","000018006","PAGO","2725.00","0.00","2725.00"
"000018770","000017881","PAGO","0.00","2.00","2.00"
"000018774","000018160","PAGO","253.00","1.60","254.60"
"000018775","000018350","PAGO","144.00","0.30","144.30"
"000018776","000018145","PAGO","181.00","1.50","182.50"
"000018777","000018120","PAGO","103.40","0.90","104.30"
"000018778","000017845","PAGO","0.00","36.00","36.00"
"000018779","000017960","PAGO","67.90","2.40","70.30"
"000018781","000017894","PAGO","256.90","5.60","262.50"
"000018782","000011912","PAGO","0.00","0.90","0.90"
"000018783","000018003","PAGO","289.20","0.00","289.20"
"000018784","000018066","PAGO","0.00","0.90","0.90"
"000018785","000017755","PAGO","0.00","1.60","1.60"
"000018786","000018475","PAGO","136.10","0.00","136.10"
"000018787","000018113","PAGO","319.00","3.20","322.20"
"000018788","000017917","PAGO","763.00","7.00","770.00"
"000018789","000017833","PAGO","27.00","0.40","27.40"
"000018790","000018206","PAGO","210.00","1.60","211.60"
"000018792","000017941","PAGO","108.20","0.00","108.20"
"000018793","000017257","PAGO","0.00","0.90","0.90"
"000018797","000018009","PAGO","70.80","2.40","73.20"
"000018798","000013744","PAGO","0.00","3.20","3.20"
"000018798","000017533","PAGO","0.00","2.40","2.40"
"000018798","000018326","PAGO","92.40","0.90","93.30"
"000018799","000018300","PAGO","762.80","0.00","762.80"
"000018800","000018132","PAGO","223.50","0.80","224.30"
"000018803","000018273","PAGO","272.50","0.00","272.50"
"000018806","000018150","PAGO","26.50","0.60","27.10"
"000018807","000018100","PAGO","106.00","0.80","106.80"
"000018809","000018030","PAGO","817.50","5.00","822.50"
"000018810","000017868","PAGO","0.00","1.60","1.60"
"000018811","000017947","PAGO","172.60","4.80","177.40"
"000018812","000018155","PAGO","53.80","0.60","54.40"
"000018813","000018447","PAGO","530.00","1.60","531.60"
"000018814","000017971","PAGO","202.00","1.20","203.20"
"000018815","000018242","PAGO","0.00","16.00","16.00"
"000018816","000017986","PAGO","76.00","0.00","76.00"
"000018819","000017555","PAGO","0.00","4.00","4.00"
"000018819","000018393","PAGO","408.60","1.60","410.20"
"000018820","000014492","PAGO","0.00","0.30","0.30"
"000018820","000015078","PAGO","0.00","0.60","0.60"
"000018820","000017972","PAGO","140.00","1.80","141.80"
"000018821","000012228","PAGO","0.00","0.00","0.00"
"000018821","000017940","PAGO","0.00","0.40","0.40"
"000018822","000017902","PAGO","345.00","3.20","348.20"
"000018824","000017105","PAGO","0.00","0.80","0.80"
"000018825","000014472","PAGO","0.00","5.00","5.00"
"000018826","000017934","PAGO","0.00","2.00","2.00"
"000018828","000017914","PAGO","249.20","1.20","250.40"
"000018830","000018213","PAGO","270.00","0.00","270.00"
"000018831","000018214","PAGO","163.50","0.00","163.50"
"000018832","000018046","PAGO","253.00","0.80","253.80"
"000018834","000018211","PAGO","160.00","0.30","160.30"
"000018835","000018056","PAGO","252.80","0.40","253.20"
"000018836","000018076","PAGO","108.20","0.00","108.20"
"000018838","000018429","PAGO","272.50","0.00","272.50"
"000018839","000018201","PAGO","681.10","0.00","681.10"
"000018840","000018089","PAGO","81.60","0.00","81.60"
"000018841","000018067","PAGO","170.00","0.80","170.80"
"000018842","000018258","PAGO","545.00","0.00","545.00"
"000018843","000018318","PAGO","787.50","0.00","787.50"
"000018844","000018028","PAGO","1526.00","14.00","1540.00"
"000018846","000018227","PAGO","1090.00","0.00","1090.00"
"000018847","000017897","PAGO","1812.00","14.00","1826.00"
"000018851","000018023","PAGO","0.00","1.80","1.80"
"000018853","000018402","PAGO","182.00","0.00","182.00"
"000018856","000018074","PAGO","344.80","4.00","348.80"
"000018858","000018177","PAGO","0.00","1.20","1.20"
"000018860","000017863","PAGO","43.80","3.20","47.00"
"000018861","000018026","PAGO","109.00","2.00","111.00"
"000018862","000016950","PAGO","0.00","0.00","0.00"
"000018862","000017876","PAGO","0.00","1.20","1.20"
"000018864","000018087","PAGO","201.10","0.00","201.10"
"000018867","000017866","PAGO","57.20","1.60","58.80"
"000018869","000017871","PAGO","0.00","0.40","0.40"
"000018871","000014678","PAGO","0.00","1.80","1.80"
"000018872","000017748","PAGO","0.00","0.90","0.90"
"000018877","000017969","PAGO","148.00","1.60","149.60"
"000018878","000018054","PAGO","144.60","0.90","145.50"
"000018886","000018184","PAGO","1090.00","5.00","1095.00"
"000018887","000018176","PAGO","181.00","1.20","182.20"
"000018890","000017955","PAGO","107.00","1.60","108.60"
"000018891","000017976","PAGO","184.40","0.00","184.40"
"000018892","000017943","PAGO","7200.00","21.00","7221.00"
"000018894","000018127","PAGO","109.00","0.90","109.90"
"000018896","000018284","PAGO","290.00","2.00","292.00"
"000018897","000018031","PAGO","351.00","3.20","354.20"
"000018898","000017918","PAGO","900.00","6.00","906.00"
"000018900","000018005","PAGO","64.90","1.50","66.40"
"000018902","000017892","PAGO","0.00","1.60","1.60"
"000018904","000017879","PAGO","216.00","2.40","218.40"
"000018905","000018116","PAGO","201.60","1.60","203.20"
"000018906","000017916","PAGO","252.80","2.80","255.60"
"000018907","000018290","PAGO","181.00","0.90","181.90"
"000018908","000018065","PAGO","190.60","1.60","192.20"
"000018910","000018022","PAGO","216.40","0.80","217.20"
"000018911","000018025","PAGO","87.60","0.60","88.20"
"000018912","000018218","PAGO","799.50","0.80","800.30"
"000018913","000018390","PAGO","355.00","0.00","355.00"
"000018914","000018365","PAGO","1526.00","0.00","1526.00"
"000018917","000017205","PAGO","0.00","0.00","0.00"
"000018917","000017910","PAGO","0.00","0.00","0.00"
"000018917","000018086","PAGO","440.00","18.00","458.00"
"000018919","000018112","PAGO","247.00","1.80","248.80"
"000018921","000018283","PAGO","787.50","14.00","801.50"
"000018922","000018036","PAGO","6360.00","8.00","6368.00"
"000018926","000018125","PAGO","85.00","0.00","85.00"
"000018927","000018270","PAGO","0.00","1.20","1.20"
"000018929","000018278","PAGO","0.00","2.00","2.00"
"000018932","000017900","PAGO","0.00","0.40","0.40"
"000018936","000017984","PAGO","35.40","0.00","35.40"
"000018937","000017942","PAGO","151.00","1.60","152.60"
"000018938","000018339","PAGO","78.00","0.30","78.30"
"000018939","000017915","PAGO","0.00","1.20","1.20"
"000018940","000018041","PAGO","240.00","2.40","242.40"
"000018941","000018726","PAGO","132.50","0.30","132.80"
"000018942","000017911","PAGO","0.00","9.60","9.60"
"000018946","000018018","PAGO","235.40","2.00","237.40"
"000018947","000018352","PAGO","187.50","0.00","187.50"
"000018948","000017856","PAGO","11.00","0.00","11.00"
"000018949","000018103","PAGO","179.00","1.50","180.50"
"000018950","000016744","PAGO","0.00","0.00","0.00"
"000018950","000017908","PAGO","327.00","4.00","331.00"
"000018951","000017460","PAGO","0.00","0.00","0.00"
"000018951","000018359","PAGO","3.80","0.90","4.70"
"000018953","000018669","PAGO","630.00","0.00","630.00"
"000018954","000018204","PAGO","235.80","1.60","237.40"
"000018955","000017370","PAGO","0.00","0.30","0.30"
"000018955","000017963","PAGO","305.40","2.40","307.80"
"000018956","000018153","PAGO","37.00","0.00","37.00"
"000018958","000018363","PAGO","319.50","0.00","319.50"
"000018960","000018020","PAGO","544.10","0.00","544.10"
"000018961","000018032","PAGO","0.00","0.30","0.30"
"000018962","000017995","PAGO","216.40","2.00","218.40"
"000018964","000018597","PAGO","247.30","1.60","248.90"
"000018965","000017448","PAGO","0.00","4.50","4.50"
"000018967","000018037","PAGO","180.00","1.60","181.60"
"000018968","000018380","PAGO","136.10","0.00","136.10"
"000018969","000018138","PAGO","158.00","0.00","158.00"
"000018970","000017909","PAGO","0.00","1.50","1.50"
"000018972","000018445","PAGO","1080.00","0.00","1080.00"
"000018974","000018169","PAGO","360.00","1.20","361.20"
"000018975","000018137","PAGO","2160.00","0.00","2160.00"
"000018977","000018171","PAGO","252.00","1.60","253.60"
"000018978","000018085","PAGO","125.00","1.50","126.50"
"000018979","000016981","PAGO","0.00","3.00","3.00"
"000018979","000017764","PAGO","500.00","-7.20","492.80"
"000018980","000018071","PAGO","256.40","4.00","260.40"
"000018981","000017907","PAGO","34.40","0.40","34.80"
